Inphase,Outphase,Mask
1/T1DUAL/DICOM_anon/InPhase/IMG-0004-00032.dcm,1/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00031.dcm,generated_masks/pretrain_1case_fuseunet_r1/1/IMG-0004-00032.png
1/T1DUAL/DICOM_anon/InPhase/IMG-0004-00034.dcm,1/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00033.dcm,generated_masks/pretrain_1case_fuseunet_r1/1/IMG-0004-00034.png
1/T1DUAL/DICOM_anon/InPhase/IMG-0004-00036.dcm,1/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00035.dcm,generated_masks/pretrain_1case_fuseunet_r1/1/IMG-0004-00036.png
1/T1DUAL/DICOM_anon/InPhase/IMG-0004-00038.dcm,1/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00037.dcm,generated_masks/pretrain_1case_fuseunet_r1/1/IMG-0004-00038.png
1/T1DUAL/DICOM_anon/InPhase/IMG-0004-00040.dcm,1/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00039.dcm,generated_masks/pretrain_1case_fuseunet_r1/1/IMG-0004-00040.png
1/T1DUAL/DICOM_anon/InPhase/IMG-0004-00042.dcm,1/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00041.dcm,generated_masks/pretrain_1case_fuseunet_r1/1/IMG-0004-00042.png
1/T1DUAL/DICOM_anon/InPhase/IMG-0004-00044.dcm,1/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00043.dcm,generated_masks/pretrain_1case_fuseunet_r1/1/IMG-0004-00044.png
1/T1DUAL/DICOM_anon/InPhase/IMG-0004-00046.dcm,1/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00045.dcm,generated_masks/pretrain_1case_fuseunet_r1/1/IMG-0004-00046.png
1/T1DUAL/DICOM_anon/InPhase/IMG-0004-00048.dcm,1/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00047.dcm,generated_masks/pretrain_1case_fuseunet_r1/1/IMG-0004-00048.png
1/T1DUAL/DICOM_anon/InPhase/IMG-0004-00050.dcm,1/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00049.dcm,generated_masks/pretrain_1case_fuseunet_r1/1/IMG-0004-00050.png
1/T1DUAL/DICOM_anon/InPhase/IMG-0004-00052.dcm,1/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00051.dcm,generated_masks/pretrain_1case_fuseunet_r1/1/IMG-0004-00052.png
1/T1DUAL/DICOM_anon/InPhase/IMG-0004-00054.dcm,1/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00053.dcm,generated_masks/pretrain_1case_fuseunet_r1/1/IMG-0004-00054.png
1/T1DUAL/DICOM_anon/InPhase/IMG-0004-00056.dcm,1/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00055.dcm,generated_masks/pretrain_1case_fuseunet_r1/1/IMG-0004-00056.png
1/T1DUAL/DICOM_anon/InPhase/IMG-0004-00058.dcm,1/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00057.dcm,generated_masks/pretrain_1case_fuseunet_r1/1/IMG-0004-00058.png
1/T1DUAL/DICOM_anon/InPhase/IMG-0004-00060.dcm,1/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00059.dcm,generated_masks/pretrain_1case_fuseunet_r1/1/IMG-0004-00060.png
1/T1DUAL/DICOM_anon/InPhase/IMG-0004-00062.dcm,1/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00061.dcm,generated_masks/pretrain_1case_fuseunet_r1/1/IMG-0004-00062.png
1/T1DUAL/DICOM_anon/InPhase/IMG-0004-00064.dcm,1/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00063.dcm,generated_masks/pretrain_1case_fuseunet_r1/1/IMG-0004-00064.png
1/T1DUAL/DICOM_anon/InPhase/IMG-0004-00066.dcm,1/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00065.dcm,generated_masks/pretrain_1case_fuseunet_r1/1/IMG-0004-00066.png
1/T1DUAL/DICOM_anon/InPhase/IMG-0004-00068.dcm,1/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00067.dcm,generated_masks/pretrain_1case_fuseunet_r1/1/IMG-0004-00068.png
1/T1DUAL/DICOM_anon/InPhase/IMG-0004-00070.dcm,1/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00069.dcm,generated_masks/pretrain_1case_fuseunet_r1/1/IMG-0004-00070.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00002.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00001.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00002.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00004.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00003.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00004.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00006.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00005.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00006.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00008.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00007.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00008.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00010.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00009.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00010.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00012.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00011.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00012.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00014.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00013.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00014.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00016.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00015.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00016.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00018.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00017.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00018.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00020.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00019.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00020.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00022.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00021.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00022.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00024.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00023.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00024.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00026.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00025.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00026.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00028.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00027.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00028.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00030.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00029.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00030.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00032.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00031.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00032.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00034.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00033.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00034.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00036.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00035.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00036.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00038.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00037.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00038.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00040.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00039.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00040.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00042.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00041.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00042.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00044.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00043.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00044.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00046.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00045.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00046.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00048.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00047.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00048.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00050.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00049.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00050.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00052.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00051.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00052.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00054.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00053.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00054.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00056.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00055.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00056.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00058.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00057.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00058.png
3/T1DUAL/DICOM_anon/InPhase/IMG-0004-00060.dcm,3/T1DUAL/DICOM_anon/OutPhase/IMG-0004-00059.dcm,generated_masks/pretrain_1case_fuseunet_r1/3/IMG-0004-00060.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00002.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00001.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00002.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00004.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00003.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00004.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00006.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00005.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00006.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00008.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00007.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00008.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00010.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00009.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00010.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00012.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00011.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00012.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00014.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00013.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00014.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00016.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00015.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00016.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00018.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00017.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00018.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00020.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00019.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00020.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00022.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00021.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00022.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00024.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00023.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00024.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00026.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00025.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00026.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00028.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00027.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00028.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00030.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00029.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00030.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00032.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00031.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00032.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00034.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00033.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00034.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00036.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00035.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00036.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00038.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00037.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00038.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00040.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00039.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00040.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00042.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00041.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00042.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00044.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00043.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00044.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00046.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00045.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00046.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00048.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00047.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00048.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00050.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00049.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00050.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00052.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00051.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00052.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00054.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00053.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00054.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00056.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00055.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00056.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00058.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00057.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00058.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00060.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00059.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00060.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00062.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00061.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00062.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00064.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00063.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00064.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00066.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00065.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00066.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00068.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00067.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00068.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00070.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00069.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00070.png
8/T1DUAL/DICOM_anon/InPhase/IMG-0034-00072.dcm,8/T1DUAL/DICOM_anon/OutPhase/IMG-0034-00071.dcm,generated_masks/pretrain_1case_fuseunet_r1/8/IMG-0034-00072.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00002.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00001.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00002.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00004.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00003.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00004.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00006.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00005.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00006.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00008.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00007.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00008.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00010.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00009.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00010.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00012.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00011.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00012.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00014.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00013.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00014.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00016.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00015.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00016.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00018.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00017.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00018.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00020.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00019.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00020.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00022.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00021.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00022.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00024.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00023.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00024.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00026.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00025.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00026.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00028.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00027.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00028.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00030.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00029.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00030.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00032.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00031.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00032.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00034.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00033.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00034.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00036.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00035.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00036.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00038.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00037.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00038.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00040.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00039.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00040.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00042.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00041.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00042.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00044.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00043.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00044.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00046.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00045.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00046.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00048.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00047.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00048.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00050.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00049.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00050.png
15/T1DUAL/DICOM_anon/InPhase/IMG-0075-00052.dcm,15/T1DUAL/DICOM_anon/OutPhase/IMG-0075-00051.dcm,generated_masks/pretrain_1case_fuseunet_r1/15/IMG-0075-00052.png
